id,amount_tsh,date_recorded,funder,gps_height,installer,longitude,latitude,wpt_name,num_private,basin,subvillage,region,region_code,district_code,lga,ward,population,public_meeting,recorded_by,scheme_management,scheme_name,permit,construction_year,extraction_type,extraction_type_group,extraction_type_class,management,management_group,payment,payment_type,water_quality,quality_group,quantity,quantity_group,source,source_type,source_class,waterpoint_type,waterpoint_type_group,status_group
70525,0,2013/2/8,Fini Water,-13,Fini Water,40.13931858,-10.33332581,none,0,Ruvuma / Southern Coast,Mkangala Kaskazini,Mtwara,9,5,Mtwara Urban,Ufukoni,250,TRUE,GeoData Consultants Ltd,VWC,,FALSE,1976,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,salty,salty,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,1
23330,0,2011/8/27,Hesawa,0,DWE,33.61418936,-2.69538501,Kwalushinge,0,Lake Victoria,Nyamatala,Mwanza,19,2,Magu,Nkungulu,0,TRUE,GeoData Consultants Ltd,,,TRUE,0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,1
36478,0,2013/3/19,0,78,0,39.11934263,-6.89863529,Kata,0,Wami / Ruvu,Mtaa Wa Bombani,Dar es Salaam,7,2,Ilala,Pugu,200,,GeoData Consultants Ltd,WUG,,FALSE,2000,other,other,other,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,other,other,0
33336,0,2011/4/17,Water,0,DWE,35.95003977,-4.68563468,Ubondi,0,Internal,Ubondi,Dodoma,1,1,Kondoa,Pahi,0,TRUE,GeoData Consultants Ltd,VWC,Dudu,FALSE,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,0
36955,100,2013/1/31,Danida,1034,DWE,29.88539956,-4.9573001,Kwa Betty Ncheche,0,Lake Tanganyika,Kilemba,Kigoma,16,3,Kigoma Rural,Kandaga,200,TRUE,GeoData Consultants Ltd,WUG,Kalenge water project,TRUE,2006,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,0
33281,20,2011/2/27,Water User As,249,Wa,38.38820754,-6.3301079,Izidori,0,Wami / Ruvu,Madukani,Pwani,6,1,Bagamoyo,Msata,40,TRUE,GeoData Consultants Ltd,WUA,Chalinze wate,TRUE,2003,ksb,submersible,submersible,wua,user-group,pay per bucket,per bucket,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,0
34177,0,2013/1/30,Dwsp,1339,DWE,34.0698923,-3.0009961,Mapinduzi,0,Lake Victoria,Mwambiti,Shinyanga,17,1,Bariadi,Nkoma,500,FALSE,GeoData Consultants Ltd,WUG,,FALSE,1997,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,1
28371,50,2013/1/21,Lga,528,LGA,39.34134424,-10.91145606,Kwa Mniringa,0,Ruvuma / Southern Coast,Mtuwa,Mtwara,90,33,Newala,Makote,500,,GeoData Consultants Ltd,VWC,Mkunya/MWS,TRUE,1990,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,1
61333,0,2013/3/16,Government Of Tanzania,1085,DWE,37.34234437,-3.28121509,Kwa Rovatus Mchawu,0,Pangani,Okaseni Kati,Kilimanjaro,3,4,Moshi Rural,Uru Kusini Mawela,20,TRUE,GeoData Consultants Ltd,Water Board,Huru mawela water project,TRUE,1972,gravity,gravity,gravity,water board,user-group,unknown,unknown,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,1
42793,0,2013/1/24,District Council,295,District water department,39.11703652,-9.90721655,Ashola,0,Ruvuma / Southern Coast,Mbuyuni,Lindi,80,53,Ruangwa,Mandawa,900,TRUE,GeoData Consultants Ltd,WUA,Mandawa,TRUE,1975,gravity,gravity,gravity,wua,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,other,other,1
70671,50,2011/2/27,Government Of Tanzania,222,Ce,38.5843913,-6.37118258,Kiembeni,0,Wami / Ruvu,Kiembeni,Pwani,6,1,Bagamoyo,Kiwangwa,400,TRUE,GeoData Consultants Ltd,VWC,Kiwangwa wate,TRUE,1974,submersible,submersible,submersible,vwc,user-group,pay per bucket,per bucket,coloured,colored,insufficient,insufficient,dam,dam,surface,communal standpipe,communal standpipe,1
57474,0,2011/4/18,Kkkt,0,KKKT,32.93401859,-9.22069875,Edward Rwaya,0,Lake Nyasa,Isandula B,Mbeya,12,6,Mbozi,Isandula,0,TRUE,GeoData Consultants Ltd,VWC,,FALSE,0,nira/tanira,nira/tanira,handpump,vwc,user-group,pay when scheme fails,on failure,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,1
24682,0,2011/3/24,Government Of Tanzania,562,RWE,37.53051463,-6.96356538,Kilingeni,0,Wami / Ruvu,Mkuyuni A,Morogoro,5,6,Mvomero,Mlali,500,TRUE,GeoData Consultants Ltd,VWC,Mongwa r,TRUE,1974,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,1
65064,500,2011/3/10,Co,1393,Ki,36.86212146,-6.2608739,Kwa Hassan,0,Wami / Ruvu,Mjini,Morogoro,5,1,Kilosa,Rubeho,370,TRUE,GeoData Consultants Ltd,VWC,Ru,TRUE,2007,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,1
35980,0,2013/1/20,Dwe,1335,DWE,30.29468009,-4.48348093,Shuleni,0,Lake Tanganyika,Mlubanga,Kigoma,16,2,Kasulu,Nyakitonto,530,TRUE,GeoData Consultants Ltd,Private operator,,FALSE,2012,other,other,other,private operator,commercial,never pay,never pay,soft,good,enough,enough,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,0
54507,0,2011/3/31,Government Of Tanzania,0,Government,33.28813324,-8.70251674,Simon Sekela,0,Lake Rukwa,Sawa,Mbeya,12,1,Chunya,Ifumbo,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,1
23070,3600,2013/1/29,Government Of Tanzania,891,DWE,29.82733559,-4.87135849,Kwa Sadoki Charles,0,Lake Tanganyika,Msunuzi,Kigoma,16,3,Kigoma Rural,Matendo,135,TRUE,GeoData Consultants Ltd,WUG,Kidahwe water project,TRUE,1979,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,1
40681,50,2013/2/11,World Bank,1441,Cosmos Engineering,34.35016435,-4.39421023,Kidunkule,0,Internal,Njia Panda,Singida,13,1,Iramba,Ulemo,475,TRUE,GeoData Consultants Ltd,WUA,Misigiri water supply,TRUE,2006,submersible,submersible,submersible,wua,user-group,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,1
34790,0,2013/7/4,Government Of Tanzania,1336,DWE,36.52614376,-3.38776116,Longululu,0,Internal,Longululu,Arusha,2,2,Arusha Rural,Kisongo,100,TRUE,GeoData Consultants Ltd,VWC,Monduli pipe line,TRUE,2012,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,insufficient,insufficient,spring,spring,groundwater,other,other,0
66024,0,2013/3/16,Ministry Of Water,1919,DWE,36.23437474,-2.93673572,Kwa Noa Pania,0,Internal,Inginye,Arusha,2,6,Longido,Ketumbeine,400,TRUE,GeoData Consultants Ltd,VWC,Elang'atadapash water proj,TRUE,1978,gravity,gravity,gravity,vwc,user-group,pay when scheme fails,on failure,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe,1
33652,50,2013/2/19,Halmashauri,1502,Halmashauri,35.62650445,-4.58876114,Ofisi Ya Kijiji,0,Internal,Endadu,Manyara,21,2,Hanang,Sirop,486,TRUE,GeoData Consultants Ltd,VWC,Kijiji,TRUE,2008,submersible,submersible,submersible,vwc,user-group,pay per bucket,per bucket,soft,good,insufficient,insufficient,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,0
35553,0,2013/2/21,Government Of Tanzania,1845,DWE,35.30772477,-4.25644417,S/M Luxmanda,0,Internal,Dabaso,Manyara,21,1,Babati,Ufana,450,TRUE,GeoData Consultants Ltd,VWC,,TRUE,1993,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,0
36895,0,2011/7/21,Hesawa,0,HESAWA,31.74101801,-3.03125013,Nyamilolerwa,0,Lake Victoria,Nyamilolerwa,Kagera,18,8,Chato,Bwanga,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,swn 80,swn 80,handpump,vwc,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,0
34211,0,2011/4/17,,0,,33.77760029,-8.73549826,Kwa Mzee Mwakatungila,0,Rufiji,Mkami,Mbeya,12,7,Mbarali,Igurusi,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,coloured,colored,seasonal,seasonal,machine dbh,borehole,groundwater,hand pump,hand pump,0
47939,0,2011/3/25,Kirde,0,DWE,35.86789421,-4.67581742,Kwanchora,0,Internal,Resthouse,Dodoma,1,1,Kondoa,Mnenia,0,TRUE,GeoData Consultants Ltd,VWC,Mnen,FALSE,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,1
41285,1200,2013/1/20,Government Of Tanzania,1359,DWE,30.27610777,-4.48002309,Oxfarm,0,Lake Tanganyika,Kwitanki,Kigoma,16,2,Kasulu,Nyakitonto,250,TRUE,GeoData Consultants Ltd,Water authority,Nyarubano,FALSE,1994,gravity,gravity,gravity,water board,user-group,pay annually,annually,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe multiple,communal standpipe,1
36163,0,2013/1/25,Government Of Tanzania,249,DWE,38.65692706,-9.21065328,Kitumbe,0,Ruvuma / Southern Coast,Kitumbe,Lindi,80,13,Kilwa,Miguruwe,256,,GeoData Consultants Ltd,,,FALSE,1981,other,other,other,vwc,user-group,unknown,unknown,salty,salty,enough,enough,shallow well,shallow well,groundwater,other,other,0
53577,1500,2013/3/25,Government Of Tanzania,1600,Government,37.88986452,-4.36732057,Kwa Enziyohana,0,Pangani,Tariso,Kilimanjaro,3,3,Same,Suji,140,TRUE,GeoData Consultants Ltd,Water authority,Hempanga water supply,TRUE,1978,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,1
64818,500,2013/2/21,Unicef,862,DWE,35.90282208,-10.4910991,Kwa Dismas Nyambo,0,Rufiji,Nganyangira,Ruvuma,10,5,Namtumbo,Msindo,96,TRUE,GeoData Consultants Ltd,VWC,Mbimbi water gravity scheme,TRUE,1993,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,1
58383,500,2011/2/27,World Bank,360,Gwasco L,37.49867622,-6.27187553,Kwa Sankumbi,0,Wami / Ruvu,Mbuyuni,Morogoro,5,6,Mvomero,Hembeti,56,TRUE,GeoData Consultants Ltd,VWC,Dimamba,TRUE,2005,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,1
53598,0,2011/2/28,Shipo,1932,SHIPO,34.7263918,-9.32841692,none,0,Rufiji,Wikichi,Iringa,11,4,Njombe,Njombe Urban,40,TRUE,GeoData Consultants Ltd,VWC,,FALSE,2003,other - rope pump,rope pump,rope pump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,1
48779,0,2013/2/21,Government Of Tanzania,1776,DWE,35.24900522,-4.31130831,Shuleni,0,Internal,Secheki,Manyara,21,1,Babati,Ufana,480,TRUE,GeoData Consultants Ltd,VWC,,TRUE,2010,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,1
49542,600,2013/1/27,Isf,836,DWE,29.74085321,-4.84720116,Kapiriwota,0,Lake Tanganyika,Kihinga,Kigoma,16,3,Kigoma Rural,Mngonya,100,TRUE,GeoData Consultants Ltd,WUG,Mkongoro Two,TRUE,2009,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,1
52912,0,2012/10/2,Quick Win,0,DWE,32.72143041,-3.85336308,Bugisha Sekondari,0,Lake Victoria,Bugisha,Shinyanga,17,3,Kahama,Isagehe,0,TRUE,GeoData Consultants Ltd,,,TRUE,0,nira/tanira,nira/tanira,handpump,wua,user-group,never pay,never pay,soft,good,seasonal,seasonal,shallow well,shallow well,groundwater,hand pump,hand pump,1
36515,0,2011/7/17,Hesawa,0,DWE,31.7720861,-1.01183495,Kwatony,0,Lake Victoria,Mitaga,Kagera,18,7,Misenyi,Kashenye,0,TRUE,GeoData Consultants Ltd,VWC,Kan,TRUE,0,gravity,gravity,gravity,vwc,user-group,pay when scheme fails,on failure,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,0
53285,0,2011/3/30,,0,,34.793196,-8.21592975,Kwa Fodi,0,Rufiji,Majengo,Mbeya,12,7,Mbarali,Madibira,0,TRUE,GeoData Consultants Ltd,WUA,,TRUE,0,gravity,gravity,gravity,wua,user-group,never pay,never pay,soft,good,seasonal,seasonal,river,river/lake,surface,communal standpipe,communal standpipe,1
36724,0,2012/10/19,Tltc,0,TLTC,32.0145463,-4.47661899,Mbugani,0,Lake Tanganyika,Silambo,Tabora,14,4,Urambo,Uyowa,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,india mark ii,india mark ii,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,0
33499,2000,2011/2/14,Idydc,1765,IDYDC,35.76791331,-8.02957897,none,0,Rufiji,Manimbi,Iringa,11,7,Kilolo,Mtitu,1,TRUE,GeoData Consultants Ltd,VWC,,TRUE,2008,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump,0
35765,0,2011/8/5,,0,,33.55884123,-9.09151927,Kwa Witnesi,0,Lake Nyasa,Msasani,Mbeya,12,4,Rungwe,Isongole,0,TRUE,GeoData Consultants Ltd,VWC,N,,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,0
36783,0,2011/8/21,Rc,1556,RC,31.70016757,-8.89063537,Kasa,0,Lake Rukwa,Chesa,Rukwa,15,2,Sumbawanga Rural,Mambwekenya,372,TRUE,GeoData Consultants Ltd,VWC,,FALSE,2004,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,improved spring,improved spring,1
33603,0,2011/3/21,Village Government,382,Local technical tec,38.27583591,-4.88492043,Kweramba,0,Pangani,Makolakanga,Tanga,4,2,Korogwe,Mombo,25,TRUE,GeoData Consultants Ltd,VWC,,FALSE,2002,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,0
33135,100,2013/2/15,Snv,977,DWE,35.86778661,-10.29243404,Kwa Mpangeni,0,Lake Nyasa,Mkongo,Ruvuma,10,5,Namtumbo,Kitanda,480,TRUE,GeoData Consultants Ltd,WUG,,FALSE,1998,nira/tanira,nira/tanira,handpump,wug,user-group,pay monthly,monthly,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,0
33203,20,2013/3/18,Government Of Tanzania,991,DWE,36.81565767,-3.48922,Kwa Isaya Peter,0,Pangani,Marurani Kati,Arusha,2,2,Arusha Rural,Nduruma,150,TRUE,GeoData Consultants Ltd,VWC,Machumba estate pipe line,TRUE,2009,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,0
36548,0,2013/2/7,Fini Water,95,Fini water,40.11121092,-10.47696549,Kilimo,0,Ruvuma / Southern Coast,Ludipe,Mtwara,99,1,Mtwara Rural,Nanguruwe,300,,GeoData Consultants Ltd,,,TRUE,1985,nira/tanira,nira/tanira,handpump,vwc,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,0
53421,50,2013/1/21,Government Of Tanzania,105,DWE,38.99314751,-9.2588148,Kwalikwawatu,0,Ruvuma / Southern Coast,Kijijini,Lindi,80,13,Kilwa,Likawage,1,TRUE,GeoData Consultants Ltd,WUG,Likawage Water supply,TRUE,1976,submersible,submersible,submersible,wug,user-group,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump,1
33164,0,2012/10/22,Care International,1551,Care international,34.68184197,-1.69823688,Shuleni,0,Lake Victoria,Manyata,Mara,20,2,Serengeti,Machochwe,1,FALSE,GeoData Consultants Ltd,Other,,,2011,gravity,gravity,gravity,other,other,never pay,never pay,soft,good,seasonal,seasonal,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,0
34393,0,2013/2/18,Cg,1164,CG,34.21679422,-4.53560635,Mtekenke Secondary Tank,0,Internal,Mnadani,Singida,13,1,Iramba,Mtekente,325,TRUE,GeoData Consultants Ltd,Parastatal,,TRUE,2008,gravity,gravity,gravity,parastatal,parastatal,never pay,never pay,soft,good,seasonal,seasonal,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,1
40442,0,2013/3/6,Lamp,980,DWE,35.71731844,-3.72800985,Kwa Tenas,0,Internal,Moyamayoka,Manyara,21,1,Babati,Magara,154,TRUE,GeoData Consultants Ltd,VWC,,TRUE,2002,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,1
50824,0,2011/4/8,,0,,33.86603031,-9.38079122,Headquarters,0,Lake Nyasa,Headquarters,Mbeya,12,4,Rungwe,Itete,0,TRUE,GeoData Consultants Ltd,VWC,K,,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,1
36950,0,2011/3/16,Ir,488,Ir,36.91948719,-6.96225083,Mkurungu,0,Wami / Ruvu,Lumbo,Morogoro,5,1,Kilosa,Zombo,150,,GeoData Consultants Ltd,,Zo,TRUE,1983,submersible,submersible,submersible,unknown,unknown,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,0
34983,0,2012/10/31,Rwssp,0,WEDECO,34.34868987,-3.10232999,Mabambasi B,0,Lake Victoria,Mwabadimi,Shinyanga,17,6,Meatu,Lingeka,0,TRUE,GeoData Consultants Ltd,WUG,None,TRUE,0,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,0
33565,0,2011/8/8,Islamic,525,Islamic,37.68301447,-6.82757812,Sekondari Kilakala,0,Wami / Ruvu,Kilakala,Morogoro,5,5,Morogoro Urban,Kilakala,350,TRUE,GeoData Consultants Ltd,VWC,,TRUE,2000,submersible,submersible,submersible,vwc,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,0
30045,0,2013/2/21,District Council,1012,District Council,37.64623212,-3.78741041,Kwa Rogasian Rajabu,0,Pangani,Kiseki Bar,Kilimanjaro,3,2,Mwanga,Lembeni,30,TRUE,GeoData Consultants Ltd,Water Board,Ruwini water supply,FALSE,2000,gravity,gravity,gravity,water board,user-group,never pay,never pay,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,1
69148,0,2011/4/16,,0,,33.81877233,-8.8004131,Kwa Mzee Amoni,0,Rufiji,Mkola,Mbeya,12,7,Mbarali,Igurusi,0,TRUE,GeoData Consultants Ltd,WUA,,TRUE,0,gravity,gravity,gravity,wua,user-group,never pay,never pay,coloured,colored,seasonal,seasonal,river,river/lake,surface,communal standpipe,communal standpipe,1
35798,300,2011/3/31,Dhv,260,DWE,36.96084661,-7.69412085,Mfumaki,0,Rufiji,Kidatu B,Morogoro,5,3,Kilombero,Kidatu,250,TRUE,GeoData Consultants Ltd,Company,Ikela Wa,TRUE,1995,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,0
33502,0,2011/8/6,Hesawa,0,HESAWA,33.00721236,-2.92253869,Kwa Indi,0,Lake Victoria,Nyanghuluku,Mwanza,19,7,Missungwi,Kasololo,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,swn 80,swn 80,handpump,vwc,user-group,pay when scheme fails,on failure,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,0
49486,0,2011/7/30,,0,,33.66082611,-9.35425699,Kwa John Elius,0,Lake Nyasa,Kayuki,Mbeya,12,4,Rungwe,Ilima,0,TRUE,GeoData Consultants Ltd,VWC,K,,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,1
35281,0,2011/8/15,Government Of Tanzania,0,DWE,0,-2.00E-08,Bukoli Secondary,0,Lake Tanganyika,Mzalendo,Mwanza,19,6,Geita,Bukoli,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,other,other,other,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,0
35730,0,2011/8/24,Hesawa,0,DWE,33.64236131,-2.77972525,Kwamapande,0,Lake Victoria,Mwanhuli,Mwanza,19,2,Magu,Nkungulu,0,TRUE,GeoData Consultants Ltd,,,TRUE,0,other,other,other,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,other,other,0
58968,0,2013/3/30,Government Of Tanzania,1398,DWE,37.54916971,-3.28543295,Kwa Luka Njau,0,Pangani,Kouri,Kilimanjaro,3,4,Moshi Rural,Mamba Kusini,75,TRUE,GeoData Consultants Ltd,VWC,Una mkolowoni,TRUE,1972,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,spring,spring,groundwater,other,other,1
45472,50,2013/2/11,World Bank,1423,Cosmos Engineering,34.34560418,-4.39084748,Sangulo,0,Internal,Njia Panda,Singida,13,1,Iramba,Ulemo,250,TRUE,GeoData Consultants Ltd,WUA,Misigiri water supply,TRUE,2006,submersible,submersible,submersible,wua,user-group,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,1
35636,500,2011/3/21,Rc,2054,ACRA,34.660146,-9.33403995,John Mwepera,0,Rufiji,Njiapanda A,Iringa,11,4,Njombe,Imalinyi,60,TRUE,GeoData Consultants Ltd,VWC,Tove mtwango,TRUE,2008,gravity,gravity,gravity,wua,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,0
35796,0,2013/3/23,Losakia Water Supply,948,Losa-kia water suppl,37.07483002,-3.35739012,Kwa Issaya Tikoine,0,Pangani,Ormelili,Kilimanjaro,3,7,Siha,Siha Kati,1,TRUE,GeoData Consultants Ltd,Water Board,TM part  Four,TRUE,1999,gravity,gravity,gravity,water board,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,0
36737,0,2012/12/18,Private,1157,Private,33.56573858,-1.78903639,Kasoma Sekondari,0,Lake Victoria,Kasoma,Mara,20,3,Musoma Rural,Nyamrandirira,1860,,GeoData Consultants Ltd,Parastatal,,TRUE,0,gravity,gravity,gravity,parastatal,parastatal,unknown,unknown,soft,good,enough,enough,lake,river/lake,surface,communal standpipe,communal standpipe,0
22672,0,2013/1/29,Dwsp,0,DWE,0,-2.00E-08,Buhima,0,Lake Victoria,Majahida Kati,Shinyanga,17,1,Bariadi,Bunamhala,0,FALSE,GeoData Consultants Ltd,WUG,,FALSE,0,swn 80,swn 80,handpump,wug,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,1
28276,0,2011/3/4,Morad,338,Local te,37.58335548,-6.16312766,Kwa Hashiru,0,Wami / Ruvu,Digongo,Morogoro,5,6,Mvomero,Sungaji,50,TRUE,GeoData Consultants Ltd,VWC,Divue ri,TRUE,2007,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,1
32994,0,2011/7/21,Hifab,0,Hesawa,33.42760993,-2.93809756,Pandekichiza,0,Lake Victoria,Pandekichiza,Mwanza,19,4,Kwimba,Malya,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump,0
31329,0,2011/7/20,Hesawa,0,DWE,31.74291983,-1.43515282,Kwa Salama Musa,0,Lake Victoria,Butananganya,Kagera,18,2,Bukoba Rural,Katerero,0,TRUE,GeoData Consultants Ltd,VWC,WAUSA,TRUE,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,1
70834,750,2013/1/29,Government Of Tanzania,1129,Government,29.97711462,-4.83863884,Zahanati,0,Lake Tanganyika,Mwitambo,Kigoma,16,2,Kigoma Rural,Matendo,180,TRUE,GeoData Consultants Ltd,Water authority,Kasangezi,TRUE,1976,gravity,gravity,gravity,water board,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,1
35512,200,2011/3/22,St,729,St,36.76518292,-7.22042851,Kwa Makanyaga,0,Wami / Ruvu,Msange,Morogoro,5,1,Kilosa,Kisanga,70,TRUE,GeoData Consultants Ltd,VWC,Ki,TRUE,2007,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,0
35059,500,2011/3/12,I Wash,377,Local te,37.74258446,-6.0065731,Msufini,0,Wami / Ruvu,Sechambo,Morogoro,5,6,Mvomero,Kanga,40,TRUE,GeoData Consultants Ltd,VWC,,TRUE,2011,other - rope pump,rope pump,rope pump,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,0
35277,0,2013/2/3,World Bank,1940,WORLD BANK,35.36889642,-4.06982656,Kwa Loti Severe,0,Internal,Qossos,Manyara,21,3,Mbulu,Dongobesh,1,TRUE,GeoData Consultants Ltd,VWC,MONGAHAI RIVER,TRUE,2012,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,0
